5352_639_G3_3,7
68560_1283_A12_2,0
41145_1639_E8_2,23
54424_1309_G1_2,25 0
58546_983_D12_3,23 0
40086_417_A12_2,19 25 1
56798_1272_A3_2,7
51504_760_C4_1,23
42125_751_G11_1,0
31573_332_E5_1,25 2
29507_546_E12_2,25
14790_1124_E7_2,0
50250_858_F5_1,0
7989_46_G11_1,25
19113_177_D1_1,1 0
58763_995_D9_1,25 0
8052_75_B7_2,25
71865_1385_G10_1,0
29524_399_B12_1,12 2
67398_1263_C7_3,7 0
36569_si25_E3_2,0
34829_419_A1_2,0
63464_1576_B10_5,0
55394_879_C8_1,0
40676_429_D12_1,11
63084_1246_H5_2,23
17742_1222_A5_2,12
27127_1033_A4_4,25
25034_284_A7_2,25 7
19075_152_G9_1,0
22875_182_C9_1,25 0
29135_271_B11_2,25 21
9626_931_G6_1,25
76370_1538_A4_2,2
63368_1236_H4_2,19 0
56586_914_F7_4,25 6
10771_991_F2_3,25 0 21
55748_878_C3_2,25 7 0
46838_1752_G8_8_cr5804e4d4a9726,1 4 21
23599_277_G5_1,25 4
14716_123_D9_2,0
38640_1542_B1_1,19 0
29750_300_H2_7,25 0
31678_374_F7_2,1 4
37704_432_E5_2,25 5
5506_2_D1_2,25 2
49030_800_D1_2,16 14
44158_570_H3_1,2
43040_715_H2_2,0
30225_335_F10_2,25
23957_1252_G9_4,25 2
44754_711_H3_1,25 0
27435_249_G7_1,19
56895_983_A2_1,2
37559_432_G4_2,25 0
28453_257_H5_1,0
6456_33_D7_1,25
48888_1687_B2_1,25 21
20027_115_B11_1,25 5 21
41047_862_A1_2,25
67307_1258_G9_2,22
36949_570_B5_1,12 25
24213_212_A1_2,25
51194_1358_D4_8,23
40698_416_E8_1,25 21
31707_790_F3_1,25 14
71628_1400_G10_2,2
37404_762_C1_1,21
28689_508_A2_2,0
19550_117_C11_1,7
44393_762_A1_2,23
42737_555_G6_1,3
22048_192_E2_2,18
55052_927_G9_1,0
4873_si26_C10_3,0
45841_559_F6_3,25 21
41997_461_H9_2,25
11135_si3_A9_7,21
52097_822_E1_4,2
66845_1768_C3_6_cr5968b7113236a,0
50924_712_A10_2,0
827_22_G7_2,3
44792_522_C1_2,4
20802_614_E11_1,25 0
17167_135_C12_1,25
11101_51_B4_1,25 11 21
2852_23_E8_1,23 2
51322_799_A7_1,12 25
2142_203_G3_2,25 21
10145_947_B10_2,3
55780_996_A7_3,2
5958_36_B7_1,25 2
64304_1156_F6_2,0
39468_418_C8_2,6 7
39949_462_H6_3,14 2
44475_545_G7_2,0
35335_569_G12_1,0
8588_43_G9_2,25 0
38147_443_F11_2,23 21
22002_182_H2_1,23
22093_651_G9_2,25
35060_374_F1_1,2
20026_982_B12_9,13 0 21
71922_1536_E1_1,0 21
26643_583_D7_2,25 21
7244_17_H7_2,8
41179_417_E4_2,0
11739_89_F3_1,25
65849_1265_F8_2,9
62854_1230_F5_4,23
64930_1174_D7_2,2
36352_434_A1_2,7
20225_191_A9_2,4
22886_399_H6_2,0 21
31846_542_F7_1,25
67481_1244_F8_2,25 0
13454_104_C12_2,25 23 0
42976_765_C5_1,2
42204_800_H8_2,0
38246_428_C11_3,25 2 21
47655_1303_D7_4,25
31246_330_D3_2,23 2
11777_1430_G7_6,11
30225_322_F10_3,25
6672_9_G8_1,23 5
37775_537_D5_2,1
9794_1001_A9_1,0 21
3725_92_C1_2,25 3
31427_1056_H11_1,25 0
31158_334_C4_1,0
51992_1512_H3_4,4
43048_528_A11_2,2
31444_1004_D8_3,2
14050_118_D5_1,21
41101_480_B9_1,23
20326_248_F8_1,0
20904_399_E2_4,25 0
48513_794_G7_2,7 0
5964_62_F9_2,12 25 13
35931_596_G3_1,1 4
40468_1599_B2_2,21
52004_1656_C2_1,25
40924_403_G2_2,7
63569_1576_D5_2,19 25
63770_1273_A10_1,25 21
17430_139_C9_1,23
55705_1501_B8_2,4
19804_277_G4_2,25 21
57253_956_H5_2,5
8765_46_H3_2,25
66370_1255_F8_2,5 0
48156_1013_G2_8,25
36164_711_B3_1,23
43508_733_A3_2,6
18842_149_F11_1,23 0
28543_291_G8_2,25 11 0
39374_520_H8_1,11 0
29273_295_G6_2,0
30540_776_C1_2,4
38237_433_G10_1,3
42027_489_F9_6,25 14 17
61842_1148_E2_2,2
51452_871_H4_4,12 21
47547_749_E8_1,1
51936_802_E5_1,0
54188_870_A7_2,0
4086_62_A1_1,5 0
8835_42_D4_2,23
42027_484_F9_1,25 14 17
34881_1576_E1_5,11
20728_221_G9_2,23
28938_418_A1_3,2 0
73181_1516_G6_1,2
57242_1421_D12_2,25 7 21
29579_365_B12_2,4 21
14864_172_B6_1,25 7 21
73369_1466_C10_1,23 0
65753_1393_G12_2,7
38169_443_B11_2,7 0
4194_8_B10_2,21
47752_696_A12_1,6
38370_433_F11_4,5 0
26077_1383_B1_3,23
38490_521_G12_2,25 14
25763_602_F7_2,0
71469_1359_A4_1,2
6079_7_E5_2,25 0
76926_1612_F5_2,6
30427_322_F6_1,23
46057_1028_H8_3,25
44769_590_G1_2,25
38723_406_D1_1,7
7499_45_A10_2,25
31679_1773_D1_6,19 1 0
21536_187_B7_2,12 25 2
9792_992_H8_1,25
41174_510_G2_2,25 21
37489_430_E1_1,23 0
72083_1503_B7_1,7
40067_752_B3_1,25 21
39496_417_H3_2,25 0
53556_1326_G1_5,3
36678_441_E7_2,25
49030_680_C4_3,16 14
59503_1045_C11_1,16
38695_1216_B7_3,5 0
65626_1247_B8_7,5
15138_165_G11_2,23
10768_946_C12_4,14
45061_681_A10_2,0
36582_430_C11_2,12 0
55639_881_G9_2,25 2
2843_79_G7_1,23
34745_380_G8_1,0 16
22021_279_D4_2,25 0
45847_726_E6_4,21
56613_982_G8_2,2
53568_867_C4_1,0
41690_476_H3_1,23
32097_415_A1_4,25 21
61506_1257_D9_3,0
35936_563_G3_2,25
1196_60_F1_1,22 25
25963_399_A9_2,25 0
65897_1782_D1_18_cr596b60273895a,25 4 0
3812_628_D5_1,0
67191_1258_C11_2,23
51195_704_E9_3,1
52700_1396_E5_1,22 0
57065_1319_A1_2,25 21
3267_346_D4_1,25 21
12827_97_G9_1,0
23670_217_A10_2,23
2947_25_D9_1,25 0
8678_659_C11_2,25 2
67695_1352_G8_2,0
38587_455_H10_2,25 21
41710_560_G7_4,25 0 21
26401_636_G11_2,25 0
70550_1346_H6_3,5
54080_849_F3_3,26 25
52221_822_C2_3,25
35464_1056_E5_8,2
31851_319_E11_2,22 0
24221_263_A7_2,25 0
57770_1112_B10_1,0
34536_383_H2_1,0
31190_402_A7_1,7 4
61452_1423_B2_2,25
1909_32_H8_2,6 21
13097_617_D10_3,18
55205_1027_C3_3,23
46787_715_H6_2,19 0
42163_429_F3_3,22 21
48470_820_C11_2,5
54609_872_B3_1,0
27334_607_F11_1,25
21946_194_B1_2,23
19484_178_H1_1,25 21
49899_737_B1_2,25
27930_507_E1_1,25 0
1376_59_E5_1,25
15581_1595_A1_3,19 0
36538_412_B5_1,22
27250_231_G1_1,25 7
16209_953_B8_2,23
20682_614_E8_2,25
74153_1505_B10_1,21
56466_996_A8_3,6
31814_321_D8_1,25 7
31455_1124_A2_2,0
44797_1396_H10_1,0
10435_971_A1_1,25 23 0
57112_1272_H1_2,6
20053_222_F7_2,11 0
10815_50_B1_2,7
68807_1376_C3_1,18 0
19347_535_G2_3,25 5
36444_412_G6_1,25 2
36514_1586_F11_1,25 7 2
56359_1432_C2_1,25
57815_1045_E7_5,0
43467_474_D6_3,16 25 14
32054_383_E3_2,0
44948_518_C11_1,25 0
6148_37_G6_1,25 0
54116_869_B11_5,0
26672_604_H7_2,2
23693_298_F4_1,25
28588_281_A7_2,23
4890_5_G11_2,0
15816_129_B10_2,0
12618_104_D4_1,23
19949_221_A8_1,12 25 4 21
43468_480_G6_2,0
31976_321_D9_8,7 2
74738_1551_D3_6,7 17
21488_187_A9_1,25 0
71056_1332_B10_2,22 7
42795_1034_D10_2,0
39427_896_F3_2,0
11777_1430_G7_4,11
45214_545_B8_2,23 2
1540_28_A10_1,12 25 7 5
72229_1684_A7_2,3
56813_913_D11_2,0
30292_569_H8_1,7 5
4525_672_B11_2,25
19281_614_F3_1,25 0
7968_119_H2_1,0
39962_1000_H6_1,25 2
24601_196_E9_1,25
6884_1253_A3_1,21
37880_754_E10_1,23 0
36958_448_G11_1,22
43718_481_F5_2,25
50312_752_F7_1,0
59249_1142_E10_2,7
41450_711_A2_2,19 25 0
43705_567_F11_1,23
22911_216_D6_2,5
43567_1033_A11_1,3
50189_800_C6_1,19
77993_1680_H10_3,23
13376_102_C7_2,25
49395_1128_E12_5,12 13 0 21
10245_921_D10_2,0
38150_563_H7_2,25 14 21
4729_77_A11_2,25
39121_579_E7_2,25 0
14600_119_A12_2,23
43327_860_G6_2,25 23 0
67106_1255_G4_1,21
55954_926_B11_1,0
2083_1032_D7_1,0
20514_220_F3_2,25
64161_1318_A7_2,25 0
51362_1019_B5_4,25 5 0
47860_1004_B8_2,12
77993_1676_F12_1,23
38879_719_E1_1,25 14
62411_1113_D7_2,23
22145_187_A10_2,25
56686_941_E10_2,25 0
864_40_D3_2,25
68605_1779_A7_3,0
19907_222_H4_1,5 0
54657_1424_B9_4,25 20 21
24639_290_F2_1,23 2
67966_1718_F2_19_cr57f3d591e8263,19 25 0
44241_899_H5_1,3 0
19361_152_H6_2,0
53969_1386_D12_4,25 11
12887_136_B9_1,7
5682_79_C10_2,25 0
8423_572_E7_1,5 0
65307_1318_H7_1,0
28542_257_D9_2,12 25
51765_769_F12_2,25 21 0
51532_822_H8_2,0
18821_149_F4_1,25
38337_431_D1_1,25 0
11740_1368_A5_5,12 21
27221_291_D2_2,0
22261_1125_C2_4,23 0 21
36655_421_D4_1,21
29165_270_E8_1,25 5 0
62123_si29_E12_1,0
41724_684_H5_1,25
6385_si24_H9_7,3
43107_473_F8_1,26 25 21
24558_196_D8_2,25 2 21
44628_1303_H6_6,25 21
42011_1248_D1_1,19
38182_431_G5_1,2
40406_490_C12_2,25
36679_601_E8_4,0 21
15538_126_B8_2,7
54655_879_D4_6,25 5 0
64686_1269_E9_1,25 2
62518_1191_C6_1,14
76065_1709_E2_18_cr5804823290d53,7 0
40763_475_A11_2,0
50182_785_C11_2,0
51100_1652_F5_3,7
6427_18_D7_2,25 20
63597_1227_D3_3,0
31246_330_D3_1,23 2
71425_1522_F4_2,2 21
59704_1352_E5_2,6
35747_436_F5_5,22 16 14
69095_1520_F3_2,3
24823_232_F7_1,0
7879_1599_F4_2,0
31096_583_B12_5,7
27215_218_F6_1,0
35940_1177_G5_2,0
34502_522_A9_2,25 0
68554_1723_H6_18_cr57eab7a2d3697,7 21
18799_155_F6_2,25
16388_945_A9_1,0
22157_627_H8_1,25 5 21
53040_925_E8_2,25 7
1551_59_A5_2,25 0
78113_1706_D2_31,22
44966_723_D3_2,2
23571_si25_G12_15,4
27901_271_D8_2,25
37559_441_G4_1,25 0
35717_1030_F12_1,0
18614_970_H4_4,25 21
28506_395_A11_2,12 25
43051_1040_H8_2,25
264_27_D1_1,25 2
43115_1189_C2_1,25 7
43621_755_H6_2,0
38166_406_B2_3,25 4
65019_1186_G5_3,0
54689_966_A1_1,0
1075_53_H9_1,0
46260_884_C9_1,25 23
59180_1789_F2_17_cr5961fb117e755,25 7 0
25306_399_B8_2,0
13090_636_F8_2,25
39051_418_F11_2,25
22283_189_H3_2,0
41814_682_E12_1,25 5 0 21
15040_1637_D7_2_cr57b31e49907cb,25 0
40331_682_E6_1,23
56612_935_A9_2,0
12777_99_A5_1,0
42653_689_G6_1,25 2
2982_29_E4_2,25 0
22717_672_A2_2,25
59519_1408_G3_1,0
14369_911_F8_2,25 1
29349_319_F3_6,25 0
68342_1440_B1_2,25 6
8462_100_H5_2,25
36748_428_G6_2,25 4
44364_804_D1_1,0
48280_964_H8_1,0
36776_1509_G4_1,25
19269_614_F2_1,2
61910_1307_D8_3,25
56680_920_D9_1,0
49053_780_A11_5,21
42626_475_F3_3,2
11057_50_D3_1,23
49439_688_C12_1,0
24652_195_H8_2,1
47707_794_F9_1,19
60392_1100_B12_2,3 6
54037_877_C1_1,25
43181_485_G5_4,1 2
40557_385_D1_3,25
50813_1179_E6_1,25
77907_1684_H2_2,20
3095_1769_C7_31,2
39159_461_A7_2,25
74408_1605_G7_3,25
7699_44_A6_1,25
38356_435_G7_2,25 0
43961_551_E4_1,25 6 2
28977_320_C2_2,25 0 21
15336_970_G3_1,25
30389_327_D8_1,25 11
39498_413_F12_3,1 0
29712_405_B9_2,25 14
26727_604_F2_1,21
65226_1265_G6_6,7
14738_172_A9_1,7
31519_769_E2_2,2
108_614_G12_1,21
1628_1421_A3_3,1
52432_865_A2_1,0
15273_126_F4_2,25
57393_1013_H6_5,12 25
27999_284_F10_2,23
23584_268_E8_2,19 25 21
1154_si26_E6_3,0
52497_1253_B5_3,25 3
43127_490_F3_2,7
39858_846_E12_1,25 5 0
30169_323_E4_4,25 23
61321_1220_A12_5,25
6344_35_H6_1,25 21
7912_1386_F6_2,25
35717_574_E9_1,0
56908_954_G4_2,22 0
68338_1492_E12_2,0
49694_740_D5_1,25
18246_143_E8_1,25
17287_138_H9_2,0
49578_726_E8_2,21
2847_56_C2_4,0
64967_1246_D10_3,19
29125_372_A9_2,7
21284_190_D5_1,25 0 21
1667_60_A3_1,25 21
4706_78_H4_2,25 5
31569_776_A11_1,25 0
77526_1680_C6_1,25 21
36101_593_G11_2,23 2
18319_si3_G3_7,0
16737_164_E11_2,0
46651_1252_D3_2,25 1
36354_408_A11_1,7
37497_520_A3_2,0
18594_204_G7_2,21
34935_1129_C2_1,0
66973_1776_G3_3,24
9392_921_H3_1,3 0
38298_442_F11_3,25
3903_111_A11_2,25 2 21
21242_400_C7_2,0
6770_1607_D4_1,0
76549_1693_F3_1,25 0
20642_222_C10_1,7
10554_85_B3_1,0
69266_1606_F6_1,0
3365_36_E9_1,25 2
30233_334_H4_3,19 25 7 0
45174_721_H1_2,0
35052_810_E9_2,25 0
66501_1211_C7_4,25 0 21
10554_108_B3_1,0
8900_si37_F1_1,0
67690_1376_A5_4,2
12177_637_G5_3,5 0
50182_820_C8_2,0
52427_822_G2_2,25 2
2037_79_D4_1,25
5583_624_C2_2,7 0
39892_554_H4_1,25
15280_126_D6_1,0
54936_862_C8_2,16 14
53186_802_B3_1,0
14002_107_A7_2,25 7 0
69711_1419_B10_2,25
41508_502_F4_2,25 4
29124_1586_F1_3,6
39054_569_E7_2,25 21
39895_539_B3_6,25 0 21
21777_148_F12_1,0
48125_866_B5_1,25 1
25936_si12_H3_4,2
70811_1394_B10_5,22 3
30657_372_D6_2,19
44342_689_A4_2,0
71810_1367_A11_1,2 0
6403_10_H9_2,25 0 21
43844_1709_E8_3_cr58048a270ed9e,25 0
19461_242_D3_1,25
67204_1382_D10_2,6
60508_1445_C6_1,25 3
24053_1026_E12_3,25
40869_581_C1_1,25 0
38388_603_B1_1,22
41888_492_A7_1,25 21
4194_7_B10_2,21
40934_477_F6_2,25 0
17286_139_G9_2,25 0
42562_496_G5_2,2
37766_422_A9_1,2
35846_393_D6_6,25
21643_190_B6_2,23
51497_840_D9_1,16 23
41114_557_D8_1,25 0
27250_232_G1_1,25 7
56312_1677_B1_2,3 21
35010_379_H11_1,23
19647_185_C5_2,0
28417_327_B3_2,0 21
35865_396_E5_2,0
40812_807_A8_2,16 14
7227_76_A7_2,7 3 0
17840_623_B11_2,25 14
66605_1244_D11_1,19
50447_837_C8_2,25 0
12510_si16_H4_4,0
19762_930_F4_1,0
56679_1510_G10_1,0
22283_191_H3_1,0
46388_871_C6_1,23
38455_1019_C6_3,21
74416_1625_D8_4,21
46114_605_A2_3,25 23
18246_143_E8_2,25
64013_1194_D1_1,23
72678_1466_E8_1,26 5 0
30833_571_E6_1,2
45208_981_C12_3,0
7045_46_A3_2,25
39702_1036_E11_2,23
49727_695_D9_2,25
67925_1263_E11_1,12 25 7
17425_395_H2_2,0
43806_496_G7_1,0
38638_448_B5_2,19 25 21
56067_913_F5_4,23
56461_935_C2_1,25
64827_1264_G12_5,7 0
22010_193_D3_2,2
69659_1335_A9_2,18
52438_809_F12_1,0
34129_932_E12_2,25 0
35147_566_E11_1,25 21
16739_131_B8_1,0
63001_1193_C8_2,25 0
66953_1417_E5_2,23 5
44502_si13_G4_6,2
6092_8_F5_2,0
6161_9_C6_1,25 2 21
33868_932_F11_2,25 0
47593_764_D9_2,12 0
6433_1370_D4_2,7 2
76812_1767_G2_23_cr594ba54d9cc8b,7
65849_1265_F8_4,9
47397_821_H1_2,5 2
63546_1573_B4_5,7
52637_1028_C12_1,2
54203_927_G11_1,25 0
58518_983_F10_2,7 0
4943_77_E1_1,21
43954_719_G3_4,25 7
49621_711_F12_1,26 25
42475_506_F10_2,25 0
16603_1611_C6_1,25
2942_38_A10_2,23
55864_893_G10_1,0
49659_761_F7_1,25 7
55888_1752_E12_23_cr5804c014a14e2,4
62290_1318_C4_3,19
47498_916_B4_3,2
41741_502_G6_3,25
63318_1170_G11_3,25 5
34012_971_A12_1,4
42823_465_B7_2,25 0 21
27062_214_D7_1,25 23
55610_878_E8_1,25 21
45472_625_E9_3,23
22545_621_C11_1,6
45061_861_C5_1,0
30140_331_E1_1,25 0
27435_290_G7_1,19
56273_911_B3_1,7 1
15336_990_E8_3,25
38161_431_E11_5,7
45700_550_E3_1,0
23880_1525_D1_2,7
6672_7_G8_1,23 5
47677_1019_D9_6,4
55406_881_C6_2,0
5972_78_E5_2,25 0
67651_1368_C3_4,0
27405_511_H11_2,7
5561_176_G2_2,21
40512_420_H11_1,25 21
53448_820_D3_2,4 0
5004_652_H11_2,1
41605_498_G1_4,7
52615_915_C12_2,0
25941_399_G8_1,4
65898_1244_B7_5,25 21 0
41806_493_F3_1,25
77346_1767_A1_17_cr594b8c6e3dde6,0 21
22558_620_B4_2,21
38543_435_H7_4,0
47655_1753_D7_18_cr57f3e9ff43b8a,25
59241_1169_G9_1,4
46502_795_C12_2,5 0
32306_932_G8_2,25 0
21777_146_F12_1,0
35365_si30_A2_2,0
59373_1017_C6_1,0
40401_418_D11_1,25
21318_235_B9_1,25
35529_590_G8_2,25 0
36862_432_A6_3,25 5 0
42515_491_E4_1,12 25 21
43458_1424_H8_2,22
13792_612_G3_2,0
47954_829_D10_2,0
77346_1741_E3_3_cr5805ea17c1ed8,0 21
23739_237_G12_1,25 7
38690_449_A9_2,25 0
62068_1262_F6_2,4
58513_1308_E5_5,25 5 0
42470_805_F2_2,25 5 0
69659_1335_A9_3,18
49276_979_F2_1,5 0
25019_249_G5_1,25
20459_1294_G2_1,23
19692_178_D5_1,25 2
58136_980_H2_3,0
43010_911_G12_1,22
36514_632_E3_2,25 7 2
54376_877_G3_2,7 0
41995_540_H5_1,25 7 3
29939_271_C5_1,25 0
63716_1156_F2_2,23
40354_750_A5_2,25
36494_453_H10_2,2
3358_33_H1_2,2
4911_68_G3_1,0
48536_1413_F4_2,22 2 0
21309_365_F8_2,25 2 21
69156_1411_D9_2,0
29350_319_G1_2,25 11
62839_1287_A5_1,0
58349_983_C7_2,0
75291_1541_E6_2,0
36823_408_B5_2,7
39343_540_G2_1,1
42898_978_C2_3,2
12241_617_C2_1,0
1214_3_A9_1,21
64638_1671_B11_3,25
20585_394_D2_2,25
71155_1662_D8_2,25
39991_454_A7_7,25
17381_173_D2_2,25
56856_920_C6_2,16
37362_430_G1_1,0
30140_331_E1_2,25 0
51615_855_E7_1,0
42677_532_G12_2,25
44400_836_H9_2,25 0
26697_607_A12_2,0
30472_369_A5_3,5 2 25
64683_1396_B4_1,0
21062_178_F9_1,3
47183_616_G7_2,25
36164_723_B3_2,23
9972_47_D7_2,25
41772_509_D11_2,14 0
40101_534_G3_2,1 0
64712_1294_E10_2,0
11318_1219_F6_5,23
35648_1484_D7_2,5 0
17896_149_H11_2,25
16480_133_C2_2,23
30473_1466_A10_3,5
3545_1126_H1_1,25 0
54678_1581_E2_6,0 21
6286_1401_E3_2,11
38716_1509_H2_3,0
69281_1550_E12_2,7
65118_1200_C6_2,2
32131_396_B11_1,21
13993_107_E10_2,0
36171_571_E9_2,25 2
26085_609_G5_2,23
40713_1179_B8_3,0
18974_618_D2_3,21
28542_256_D9_2,12 25
39503_479_A12_3,25 2
